ID Race,Race,ID Year,Year,Household Income by Race,Household Income by Race Moe,Geography,ID Geography,Slug Geography
7,"Two Or More",2017,"2017",41863,9780,"Cowlitz County, WA","05000US53015","cowlitz-county-wa"
5,"Pacific Islander",2017,"2017",59850,48109,"Kitsap County, WA","05000US53035","kitsap-county-wa"
7,"Two Or More",2017,"2017",89250,14577.000000000002,"Clark County, WA","05000US53011","clark-county-wa"
5,"Pacific Islander",2017,"2017",81733,27256,"Pierce County, WA","05000US53053","pierce-county-wa"
7,"Two Or More",2017,"2017",23090,7241.999999999999,"Clallam County, WA","05000US53009","clallam-county-wa"
5,"Pacific Islander",2017,"2017",43341,21599,"Skagit County, WA","05000US53057","skagit-county-wa"
5,"Pacific Islander",2017,"2017",64194,36436,"Snohomish County, WA","05000US53061","snohomish-county-wa"
0,"Total",2017,"2017",49827,3926.0000000000005,"Lewis County, WA","05000US53041","lewis-county-wa"
5,"Pacific Islander",2017,"2017",51753,20062,"Spokane County, WA","05000US53063","spokane-county-wa"
0,"Total",2017,"2017",53360,1844.0000000000002,"Spokane County, WA","05000US53063","spokane-county-wa"
7,"Two Or More",2017,"2017",35622,7522,"Benton County, WA","05000US53005","benton-county-wa"
6,"Other",2017,"2017",40293,2975,"Yakima County, WA","05000US53077","yakima-county-wa"
6,"Other",2017,"2017",49549,5496,"Benton County, WA","05000US53005","benton-county-wa"
6,"Other",2017,"2017",93150,7042.000000000001,"Whatcom County, WA","05000US53073","whatcom-county-wa"
6,"Other",2017,"2017",45406,22178,"Chelan County, WA","05000US53007","chelan-county-wa"
6,"Other",2017,"2017",49311,16101,"Clark County, WA","05000US53011","clark-county-wa"
0,"Total",2017,"2017",69278,2137,"Pierce County, WA","05000US53053","pierce-county-wa"
6,"Other",2017,"2017",60744,10216,"Snohomish County, WA","05000US53061","snohomish-county-wa"
6,"Other",2017,"2017",48874,44213,"Cowlitz County, WA","05000US53015","cowlitz-county-wa"
0,"Total",2017,"2017",82595,2225,"Snohomish County, WA","05000US53061","snohomish-county-wa"
6,"Other",2017,"2017",58235,16065,"Skagit County, WA","05000US53057","skagit-county-wa"
6,"Other",2017,"2017",34640,10060,"Franklin County, WA","05000US53021","franklin-county-wa"
6,"Other",2017,"2017",49346,5456,"Pierce County, WA","05000US53053","pierce-county-wa"
6,"Other",2017,"2017",41720,8966,"Grant County, WA","05000US53025","grant-county-wa"
0,"Total",2017,"2017",66066,2745,"Skagit County, WA","05000US53057","skagit-county-wa"
6,"Other",2017,"2017",53717,4973,"King County, WA","05000US53033","king-county-wa"
1,"White",2016,"2016",91530,1379,"King County, WA","05000US53033","king-county-wa"
3,"Native American",2016,"2016",56462,11375,"Snohomish County, WA","05000US53061","snohomish-county-wa"
9,"Hispanic",2016,"2016",38374,18531,"Cowlitz County, WA","05000US53015","cowlitz-county-wa"
2,"Black",2016,"2016",35543,25698,"Kitsap County, WA","05000US53035","kitsap-county-wa"
8,"White Non-Hispanic",2016,"2016",50697,3239,"Grant County, WA","05000US53025","grant-county-wa"
3,"Native American",2016,"2016",47692,7694,"Spokane County, WA","05000US53063","spokane-county-wa"
1,"White",2016,"2016",68149,3468.9999999999995,"Thurston County, WA","05000US53067","thurston-county-wa"
1,"White",2016,"2016",61959,5621,"Franklin County, WA","05000US53021","franklin-county-wa"
1,"White",2016,"2016",68304,1941,"Pierce County, WA","05000US53053","pierce-county-wa"
8,"White Non-Hispanic",2016,"2016",67185,6724,"Franklin County, WA","05000US53021","franklin-county-wa"
3,"Native American",2016,"2016",71905,37817,"Thurston County, WA","05000US53067","thurston-county-wa"
9,"Hispanic",2016,"2016",50254,11231,"Clark County, WA","05000US53011","clark-county-wa"
1,"White",2016,"2016",51532,8866,"Chelan County, WA","05000US53007","chelan-county-wa"
0,"Total",2016,"2016",69062,2069,"Clark County, WA","05000US53011","clark-county-wa"
8,"White Non-Hispanic",2016,"2016",52427,3987.0000000000005,"Cowlitz County, WA","05000US53015","cowlitz-county-wa"
3,"Native American",2016,"2016",32460,30172.999999999996,"Whatcom County, WA","05000US53073","whatcom-county-wa"
2,"Black",2016,"2016",46544,4388,"Pierce County, WA","05000US53053","pierce-county-wa"
1,"White",2016,"2016",64806,4462,"Island County, WA","05000US53029","island-county-wa"
8,"White Non-Hispanic",2016,"2016",71642,2721,"Clark County, WA","05000US53011","clark-county-wa"
0,"Total",2016,"2016",49623,3998,"Grays Harbor County, WA","05000US53027","grays-harbor-county-wa"
3,"Native American",2016,"2016",37756,18078,"Yakima County, WA","05000US53077","yakima-county-wa"
9,"Hispanic",2016,"2016",26398,12447,"Clallam County, WA","05000US53009","clallam-county-wa"
9,"Hispanic",2016,"2016",41492,14523.999999999998,"Lewis County, WA","05000US53041","lewis-county-wa"
8,"White Non-Hispanic",2016,"2016",51050,4103,"Clallam County, WA","05000US53009","clallam-county-wa"
9,"Hispanic",2016,"2016",51650,13830.999999999998,"Spokane County, WA","05000US53063","spokane-county-wa"
9,"Hispanic",2016,"2016",41522,8750,"Chelan County, WA","05000US53007","chelan-county-wa"
4,"Asian",2016,"2016",46439,793,"Chelan County, WA","05000US53007","chelan-county-wa"
2,"Black",2016,"2016",59337,8342,"Snohomish County, WA","05000US53061","snohomish-county-wa"
4,"Asian",2016,"2016",59617,14019.999999999998,"Clallam County, WA","05000US53009","clallam-county-wa"
8,"White Non-Hispanic",2016,"2016",56383,6954.999999999999,"Chelan County, WA","05000US53007","chelan-county-wa"
1,"White",2016,"2016",57770,4907,"Whatcom County, WA","05000US53073","whatcom-county-wa"
4,"Asian",2016,"2016",79042,8867,"Clark County, WA","05000US53011","clark-county-wa"
9,"Hispanic",2016,"2016",41134,33298,"Whatcom County, WA","05000US53073","whatcom-county-wa"
9,"Hispanic",2016,"2016",37767,13177,"Benton County, WA","05000US53005","benton-county-wa"
8,"White Non-Hispanic",2016,"2016",67860,4502,"Benton County, WA","05000US53005","benton-county-wa"
4,"Asian",2016,"2016",95971,86905,"Cowlitz County, WA","05000US53015","cowlitz-county-wa"
9,"Hispanic",2016,"2016",60089,22415,"Kitsap County, WA","05000US53035","kitsap-county-wa"
2,"Black",2016,"2016",34545,25006,"Spokane County, WA","05000US53063","spokane-county-wa"
7,"Two Or More",2016,"2016",41709,17350,"Yakima County, WA","05000US53077","yakima-county-wa"
4,"Asian",2016,"2016",63105,13526.000000000002,"Franklin County, WA","05000US53021","franklin-county-wa"
1,"White",2016,"2016",61734,4502,"Skagit County, WA","05000US53057","skagit-county-wa"
1,"White",2016,"2016",64653,4438,"Benton County, WA","05000US53005","benton-county-wa"
8,"White Non-Hispanic",2016,"2016",56072,4529,"Yakima County, WA","05000US53077","yakima-county-wa"
7,"Two Or More",2016,"2016",28281,7475.999999999999,"Whatcom County, WA","05000US53073","whatcom-county-wa"
0,"Total",2016,"2016",64813,3463.9999999999995,"Island County, WA","05000US53029","island-county-wa"
1,"White",2016,"2016",50400,2497,"Yakima County, WA","05000US53077","yakima-county-wa"
7,"Two Or More",2016,"2016",47532,13882,"Thurston County, WA","05000US53067","thurston-county-wa"
4,"Asian",2016,"2016",63900,8644,"Island County, WA","05000US53029","island-county-wa"
2,"Black",2016,"2016",59426,10838,"Thurston County, WA","05000US53067","thurston-county-wa"
0,"Total",2016,"2016",62508,4039,"Benton County, WA","05000US53005","benton-county-wa"
8,"White Non-Hispanic",2016,"2016",58368,4683,"Whatcom County, WA","05000US53073","whatcom-county-wa"
7,"Two Or More",2016,"2016",50536,15834.000000000002,"Spokane County, WA","05000US53063","spokane-county-wa"
4,"Asian",2016,"2016",95862,4716,"King County, WA","05000US53033","king-county-wa"
2,"Black",2016,"2016",41352,26936,"Yakima County, WA","05000US53077","yakima-county-wa"
1,"White",2016,"2016",51741,4294,"Cowlitz County, WA","05000US53015","cowlitz-county-wa"
7,"Two Or More",2016,"2016",70094,10500,"Snohomish County, WA","05000US53061","snohomish-county-wa"
4,"Asian",2016,"2016",77077,11886,"Kitsap County, WA","05000US53035","kitsap-county-wa"
0,"Total",2016,"2016",50637,4377,"Cowlitz County, WA","05000US53015","cowlitz-county-wa"
1,"White",2016,"2016",44305,4859,"Lewis County, WA","05000US53041","lewis-county-wa"
9,"Hispanic",2016,"2016",62480,3389.0000000000005,"King County, WA","05000US53033","king-county-wa"
4,"Asian",2016,"2016",73587,37456,"Lewis County, WA","05000US53041","lewis-county-wa"
0,"Total",2016,"2016",48965,3169,"Yakima County, WA","05000US53077","yakima-county-wa"
7,"Two Or More",2016,"2016",65167,26683,"Skagit County, WA","05000US53057","skagit-county-wa"
8,"White Non-Hispanic",2016,"2016",68811,3438.9999999999995,"Thurston County, WA","05000US53067","thurston-county-wa"
4,"Asian",2016,"2016",60739,8610,"Pierce County, WA","05000US53053","pierce-county-wa"
2,"Black",2016,"2016",57952,44848,"Benton County, WA","05000US53005","benton-county-wa"
7,"Two Or More",2016,"2016",49513,6307,"Pierce County, WA","05000US53053","pierce-county-wa"
0,"Total",2016,"2016",86095,1584,"King County, WA","05000US53033","king-county-wa"
3,"Native American",2016,"2016",32835,6790.000000000001,"Clallam County, WA","05000US53009","clallam-county-wa"
1,"White",2016,"2016",50217,3663.0000000000005,"Grant County, WA","05000US53025","grant-county-wa"
7,"Two Or More",2016,"2016",51746,25494,"Lewis County, WA","05000US53041","lewis-county-wa"
2,"Black",2016,"2016",30448,10240,"Clallam County, WA","05000US53009","clallam-county-wa"
4,"Asian",2016,"2016",98079,13505,"Snohomish County, WA","05000US53061","snohomish-county-wa"
8,"White Non-Hispanic",2016,"2016",53818,2117,"Spokane County, WA","05000US53063","spokane-county-wa"
7,"Two Or More",2016,"2016",66619,11576,"Kitsap County, WA","05000US53035","kitsap-county-wa"
9,"Hispanic",2016,"2016",60701,6765,"Snohomish County, WA","05000US53061","snohomish-county-wa"
4,"Asian",2016,"2016",46778,13198,"Spokane County, WA","05000US53063","spokane-county-wa"
3,"Native American",2016,"2016",26984,22768,"Clark County, WA","05000US53011","clark-county-wa"
9,"Hispanic",2016,"2016",46099,15852,"Island County, WA","05000US53029","island-county-wa"
7,"Two Or More",2016,"2016",63926,8627,"King County, WA","05000US53033","king-county-wa"
8,"White Non-Hispanic",2016,"2016",80288,1743.0000000000002,"Snohomish County, WA","05000US53061","snohomish-county-wa"
4,"Asian",2016,"2016",56150,28368.000000000004,"Thurston County, WA","05000US53067","thurston-county-wa"
2,"Black",2016,"2016",54398,14478.999999999998,"Clark County, WA","05000US53011","clark-county-wa"
0,"Total",2016,"2016",56411,4819,"Whatcom County, WA","05000US53073","whatcom-county-wa"
7,"Two Or More",2016,"2016",69055,19684,"Island County, WA","05000US53029","island-county-wa"
9,"Hispanic",2016,"2016",41146,2180,"Yakima County, WA","05000US53077","yakima-county-wa"
4,"Asian",2016,"2016",68764,25775,"Whatcom County, WA","05000US53073","whatcom-county-wa"
3,"Native American",2016,"2016",17445,13109,"Franklin County, WA","05000US53021","franklin-county-wa"
7,"Two Or More",2016,"2016",51163,34323,"Grays Harbor County, WA","05000US53027","grays-harbor-county-wa"
0,"Total",2016,"2016",69171,3934.9999999999995,"Kitsap County, WA","05000US53035","kitsap-county-wa"
4,"Asian",2016,"2016",41884,40625,"Yakima County, WA","05000US53077","yakima-county-wa"
0,"Total",2016,"2016",48587,5198,"Clallam County, WA","05000US53009","clallam-county-wa"
1,"White",2016,"2016",79495,1748.0000000000002,"Snohomish County, WA","05000US53061","snohomish-county-wa"
5,"Pacific Islander",2016,"2016",48694,15525.999999999998,"Clark County, WA","05000US53011","clark-county-wa"
1,"White",2016,"2016",70571,2611,"Clark County, WA","05000US53011","clark-county-wa"
7,"Two Or More",2016,"2016",48189,41665,"Grant County, WA","05000US53025","grant-county-wa"
8,"White Non-Hispanic",2016,"2016",61910,4556,"Skagit County, WA","05000US53057","skagit-county-wa"
6,"Other",2016,"2016",60458,3625.9999999999995,"King County, WA","05000US53033","king-county-wa"
5,"Pacific Islander",2016,"2016",60523,28024,"King County, WA","05000US53033","king-county-wa"
3,"Native American",2016,"2016",44066,18359,"Grays Harbor County, WA","05000US53027","grays-harbor-county-wa"
9,"Hispanic",2016,"2016",40320,15966,"Grays Harbor County, WA","05000US53027","grays-harbor-county-wa"
7,"Two Or More",2016,"2016",58849,41693,"Franklin County, WA","05000US53021","franklin-county-wa"
8,"White Non-Hispanic",2016,"2016",69677,1911.9999999999998,"Pierce County, WA","05000US53053","pierce-county-wa"
5,"Pacific Islander",2016,"2016",108162,70220,"Kitsap County, WA","05000US53035","kitsap-county-wa"
3,"Native American",2016,"2016",87560,75170,"Island County, WA","05000US53029","island-county-wa"
0,"Total",2016,"2016",65783,2620,"Thurston County, WA","05000US53067","thurston-county-wa"
7,"Two Or More",2016,"2016",41959,11007,"Cowlitz County, WA","05000US53015","cowlitz-county-wa"
2,"Black",2016,"2016",40714,7674,"Franklin County, WA","05000US53021","franklin-county-wa"
7,"Two Or More",2016,"2016",54034,17112,"Clark County, WA","05000US53011","clark-county-wa"
5,"Pacific Islander",2016,"2016",80482,35941,"Pierce County, WA","05000US53053","pierce-county-wa"
0,"Total",2016,"2016",57670,5643,"Franklin County, WA","05000US53021","franklin-county-wa"
1,"White",2016,"2016",50068,4147,"Grays Harbor County, WA","05000US53027","grays-harbor-county-wa"
7,"Two Or More",2016,"2016",46636,13536.999999999998,"Clallam County, WA","05000US53009","clallam-county-wa"
2,"Black",2016,"2016",45033,35966,"Grant County, WA","05000US53025","grant-county-wa"
0,"Total",2016,"2016",45523,5044,"Lewis County, WA","05000US53041","lewis-county-wa"
5,"Pacific Islander",2016,"2016",57965,14428.999999999998,"Snohomish County, WA","05000US53061","snohomish-county-wa"
3,"Native American",2016,"2016",43199,19937,"King County, WA","05000US53033","king-county-wa"
9,"Hispanic",2016,"2016",60588,13006,"Skagit County, WA","05000US53057","skagit-county-wa"
